Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago,Año,Funcional,Dirección,Capítulo,Sección,Orgánica
1 02.212.01.342.00 2021,4422.0,Gimnasio,16500.0,16500.0,0.0,1644.26,14855.74,1644.26,681.47,681.47,0.0,2021,34200,,2,,02
1 02.212.01.342.00 2020,6667.0,GIMNASIOKO MAKINA.KONPONKETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,34200,,2,,02
1 02.212.01.414.00 2021,6384.0,Mantenimiento Ingurumena,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,41400,,2,,02
1 02.213.01.132.00 2021,4423.0,Mantenimiento vehiculo,6000.0,6000.0,0.0,833.44,5166.56,833.44,833.44,833.44,833.44,2021,13200,,2,,02
1 02.213.01.414.00 2021,6385.0,Mantenimiento Ingurumena,1000.0,1000.0,0.0,376.84,623.16,376.84,376.84,376.84,0.0,2021,41400,,2,,02
1 02.213.01.920.00 2021,6386.0,Mantenimiento vehiculo,800.0,800.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,2021,92000,,2,,02
1 02.214.01.920.00 2021,6387.0,Equipos oficina,40000.0,40000.0,0.0,4286.9,35713.1,4286.9,4286.9,4286.9,2153.49,2021,92000,,2,,02
1 02.215.01.920.20 2021,4424.0,Mantenimiento,55000.0,55000.0,0.0,35927.85,19072.15,35927.85,25607.88,25607.88,19966.86,2021,92020,,2,,02
1 02.215.01.920.20 2020,6671.0,MANTENUA.EKIPO INFORMATIKOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,92020,,2,,02
1 02.220.01.920.00 2021,6388.0,Material oficina,25000.0,25000.0,0.0,952.2,24047.8,952.2,952.2,952.2,236.24,2021,92000,,2,,02
1 02.220.02.332.10 2021,6345.0,Fondos bibliográficos,32200.0,32200.0,0.0,5422.97,26777.03,5422.97,5422.97,5422.97,3531.08,2021,33210,,2,,02
1 02.221.04.132.00 2021,4427.0,Combustible vehiculo,6000.0,6000.0,0.0,483.77,5516.23,483.77,483.77,483.77,483.77,2021,13200,,2,,02
1 02.221.04.414.00 2021,6389.0,Gas,1250.0,1250.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,2021,41400,,2,,02
1 02.221.05.132.00 2021,5614.0,Uniformes-,8000.0,8000.0,0.0,3436.4,4563.6,3436.4,0.0,0.0,0.0,2021,13200,,2,,02
1 02.221.05.132.00 2020,6672.0,JANTZIAK-UDALTZAINGOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,13200,,2,,02
1 02.221.05.920.10 2021,4428.0,Vestuario,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2021,92010,,2,,02
1 02.221.06.323.30 2021,4429.0,Alimentacion,40000.0,40000.0,0.0,2055.67,37944.33,2055.67,2055.67,2055.67,2055.67,2021,32330,,2,,02
1 02.221.08.342.00 2021,4430.0,Productos farmacia,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,34200,,2,,02
1 02.221.11.136.00 2021,6390.0,Herramientas,900.0,900.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,2021,13600,,2,,02
1 02.221.13.342.00 2021,4431.0,Productos piscina,6000.0,6000.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0,2021,34200,,2,,02
1 02.221.13.342.01 2021,4432.0,Productos piscina,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,34201,,2,,02
1 02.221.14.342.00 2021,4433.0,Tarjetas cursos,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,34200,,2,,02
1 02.221.98.334.10 2021,4435.0,Material Talleres,600.0,600.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,2021,33410,,2,,02
1 02.221.99.231.03 2021,4436.0,Gastos material,6000.0,6000.0,0.0,67.85,5932.15,67.85,67.85,67.85,67.85,2021,23103,,2,,02
1 02.221.99.334.10 2021,4437.0,Material Talleres,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,33410,,2,,02
1 02.222.01.920.00 2021,4438.0,Telefonia,36000.0,36000.0,0.0,2056.63,33943.37,2056.63,2056.63,2056.63,2056.63,2021,92000,,2,,02
1 02.222.02.920.00 2021,4439.0,Servicio postal,50000.0,50000.0,0.0,2798.36,47201.64,2798.36,2798.36,2798.36,2427.66,2021,92000,,2,,02
1 02.222.05.920.20 2021,4440.0,Comunicaciones,165000.0,165000.0,0.0,0.0,165000.0,0.0,0.0,0.0,0.0,2021,92020,,2,,02
1 02.224.01.933.00 2021,4441.0,Seguro edificios,43000.0,43000.0,0.0,44263.27,-1263.27,44263.27,44263.27,44263.27,0.0,2021,93300,,2,,02
1 02.224.02.933.00 2021,4442.0,Seguro vehiculos,7000.0,7000.0,0.0,8121.03,-1121.03,8121.03,8121.03,8121.03,0.0,2021,93300,,2,,02
1 02.224.99.933.00 2021,4443.0,Seguro responsabilidad civil,42000.0,42000.0,0.0,38310.01,3689.99,38310.01,38310.01,38310.01,0.0,2021,93300,,2,,02
1 02.226.03.323.00 2021,4445.0,Publicidad,2000.0,2000.0,0.0,1046.4,953.6,1046.4,1046.4,1046.4,1046.4,2021,32300,,2,,02
1 02.226.03.326.01 2021,4446.0,Publicidad,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,32601,,2,,02
1 02.226.03.334.00 2021,4447.0,Publicidad,18000.0,18000.0,2044.9,3628.72,12326.38,3628.72,2422.35,2422.35,498.45,2021,33400,,2,,02
1 02.226.03.334.00 2020,6673.0,PUBLIZITATEA: KULTURA ZERBITZUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33400,,2,,02
1 02.226.03.335.10 2021,4448.0,Publicidad,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2021,33510,,2,,02
1 02.226.03.342.00 2021,5884.0,Publicidad Polideportivo,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,34200,,2,,02
1 02.226.03.920.00 2021,5174.0,Servicio comunicacion,10000.0,10000.0,0.0,1089.0,8911.0,1089.0,1089.0,1089.0,0.0,2021,92000,,2,,02
1 02.226.03.920.30 2021,4450.0,Publicaciones,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2021,92030,,2,,02
1 02.226.03.932.00 2021,4451.0,Anuncios recaudacion,1800.0,1800.0,0.0,1203.95,596.05,1203.95,1203.95,1203.95,1203.95,2021,93200,,2,,02
1 02.226.04.920.00 2021,4452.0,Asesoria jurídica,21000.0,21000.0,0.0,3509.96,17490.04,3509.96,3509.96,3509.96,2783.96,2021,92000,,2,,02
1 02.226.06.231.03 2021,4453.0,Proyectos,15000.0,15000.0,0.0,96.8,14903.2,96.8,96.8,96.8,0.0,2021,23103,,2,,02
1 02.226.06.323.00 2021,4454.0,Actividades culturales,8800.0,8800.0,0.0,7351.63,1448.37,7351.63,294.03,294.03,294.03,2021,32300,,2,,02
1 02.226.06.323.00 2020,6675.0,KULTUR EKINTZAK:IKASTETXEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,32300,,2,,02
1 02.226.06.326.01 2021,4455.0,Conciertos,16000.0,16000.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,2021,32601,,2,,02
1 02.226.06.334.00 2021,4456.0,Actividades culturales,124000.0,124000.0,0.0,29465.4,94534.6,29465.4,2900.9,2900.9,1945.0,2021,33400,,2,,02
1 02.226.06.334.00 2020,6676.0,KULTUR EKINTZAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33400,,2,,02
1 02.226.06.335.00 2021,4457.0,Actividades Euskara,18000.0,18000.0,0.0,1355.2,16644.8,1355.2,0.0,0.0,0.0,2021,33500,,2,,02
1 02.226.06.335.00 2020,6677.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,0.0,0.0,0.0,10400.0,-10400.0,0.0,0.0,0.0,0.0,2020,33500,,2,,02
1 02.226.06.335.00 2019,6190.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,0.0,0.0,0.0,3993.0,-3993.0,3993.0,0.0,0.0,0.0,2019,33500,,2,,02
1 02.226.06.338.00 2021,4458.0,Sanjuanes,103000.0,103000.0,0.0,5118.3,97881.7,5118.3,0.0,0.0,0.0,2021,33800,,2,,02
1 02.226.06.338.00 2020,6678.0,SANJOANAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33800,,2,,02
1 02.226.06.341.00 2021,5885.0,Programa igualdad deporte,8000.0,8000.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,2021,34100,,2,,02
1 02.226.06.342.00 2021,4459.0,Actividades deporte,11000.0,11000.0,0.0,350.54,10649.46,350.54,350.54,350.54,350.54,2021,34200,,2,,02
1 02.226.06.414.00 2021,6391.0,Zuhaitz eguna,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,41400,,2,,02
1 02.226.06.920.30 2021,5615.0,Memoria histórica,12000.0,12000.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,2021,92030,,2,,02
1 02.226.95.231.00 2021,4462.0,Programa Hezkidetza,60000.0,60000.0,0.0,38181.82,21818.18,38181.82,5454.54,5454.54,0.0,2021,23100,,2,,02
1 02.226.95.231.02 2021,4463.0,Plan Acogida,16000.0,16000.0,0.0,683.97,15316.03,683.97,683.97,683.97,102.85,2021,23102,,2,,02
1 02.226.95.231.02 2019,6195.0,HARRERA PLANA.INMIGRAZIOA,0.0,0.0,0.0,3569.5,-3569.5,3569.5,0.0,0.0,0.0,2019,23102,,2,,02
1 02.226.95.431.00 2021,6117.0,Plan de accion comercio.,60000.0,60000.0,0.0,3799.4,56200.6,3799.4,0.0,0.0,0.0,2021,43100,,2,,02
1 02.226.95.431.00 2020,6679.0,MERKATARITZA EGITASMOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,43100,,2,,02
1 02.226.96.231.00 2021,4465.0,Talleres Igualdad,17000.0,17000.0,0.0,13613.96,3386.04,13613.96,184.33,184.33,142.78,2021,23100,,2,,02
1 02.226.96.231.00 2020,6680.0,TAILERRAK.BERDINTASUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,23100,,2,,02
1 02.226.96.231.02 2021,4466.0,Otros gastos,16000.0,16000.0,0.0,10373.61,5626.39,10373.61,205.7,205.7,0.0,2021,23102,,2,,02
1 02.226.96.231.02 2020,6681.0,BESTE PROGR.INMIGRAZIOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,23102,,2,,02
1 02.226.96.231.02 2019,6198.0,BESTE PROGR.INMIGRAZIOA,0.0,0.0,0.0,4017.2,-4017.2,4017.2,0.0,0.0,0.0,2019,23102,,2,,02
1 02.226.96.241.00 2020,6623.0,Plan E-Hernani,0.0,0.0,0.0,20204.2,-20204.2,19713.32,0.0,0.0,0.0,2020,24100,,2,,02
1 02.226.96.431.00 2020,6624.0,Campaña LOTEAK-COVID19,0.0,0.0,0.0,400.01,-400.01,400.01,0.0,0.0,0.0,2020,43100,,2,,02
1 02.226.96.924.00 2021,4464.0,EskolaAgenda2030,11000.0,11000.0,0.0,7500.0,3500.0,7500.0,1250.0,1250.0,1250.0,2021,92400,,2,,02
1 02.226.97.231.00 2021,4468.0,Otros programas Igualdad,56000.0,56000.0,3799.4,39855.99,12344.61,39855.99,2920.47,2920.47,0.0,2021,23100,,2,,02
1 02.226.97.231.00 2020,6682.0,BESTE EKIMENAK.BERDINTASUNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,23100,,2,,02
1 02.226.97.231.00 2019,6200.0,BESTE EKIMENAK.BERDINTASUNA,0.0,0.0,0.0,2420.0,-2420.0,2420.0,0.0,0.0,0.0,2019,23100,,2,,02
1 02.226.97.231.03 2021,4872.0,Gazt.Material Comunicación.,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,23103,,2,,02
1 02.226.97.241.00 2021,5848.0,Iturola-coworking,8000.0,8000.0,0.0,1815.0,6185.0,1815.0,0.0,0.0,0.0,2021,24100,,2,,02
1 02.226.97.241.01 2021,4469.0,Gastos funcionamiento,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2021,24101,,2,,02
1 02.226.97.241.02 2021,4873.0,Gastos funcionamiento,10000.0,10000.0,0.0,261.29,9738.71,261.29,261.29,261.29,49.01,2021,24102,,2,,02
1 02.226.97.326.01 2021,4874.0,Publicaciones,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,32601,,2,,02
1 02.226.97.335.10 2021,4875.0,Aniversario,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,33510,,2,,02
1 02.226.97.335.50 2021,4470.0,Revista Gaztetxo,5300.0,5300.0,0.0,6679.2,-1379.2,6679.2,0.0,0.0,0.0,2021,33550,,2,,02
1 02.226.97.920.00 2021,4471.0,Anucios oficiales,24000.0,24000.0,0.0,3436.01,20563.99,3436.01,3436.01,3436.01,50.91,2021,92000,,2,,02
1 02.226.97.924.00 2021,4472.0,Azoka 2.mano,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2021,92400,,2,,02
1 02.226.98.132.00 2021,4473.0,Educacion Vial,4000.0,4000.0,0.0,1694.75,2305.25,1694.75,0.0,0.0,0.0,2021,13200,,2,,02
1 02.226.98.132.00 2020,6683.0,MATERIALA.BIDE HEZIKETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,13200,,2,,02
1 02.226.98.135.00 2021,6332.0,Material Covid-19,30000.0,30000.0,0.0,5591.55,24408.45,5591.55,5591.55,5591.55,4772.44,2021,13500,,2,,02
1 02.226.98.162.10 2021,6392.0,Instalaciones auzo konposta,25000.0,25000.0,0.0,447.09,24552.91,447.09,447.09,447.09,0.0,2021,16210,,2,,02
1 02.226.98.162.10 2020,6684.0,AUZO KONPOSTA,0.0,0.0,0.0,25000.0,-25000.0,0.0,0.0,0.0,0.0,2020,16210,,2,,02
1 02.226.98.172.30 2020,6625.0,Agenda21,0.0,0.0,0.0,3206.5,-3206.5,3206.5,0.0,0.0,0.0,2020,17230,,2,,02
1 02.226.98.231.01 2020,6626.0,Campañas sensibilizacion,0.0,0.0,0.0,3058.88,-3058.88,3058.88,0.0,0.0,0.0,2020,23101,,2,,02
1 02.226.98.231.90 2021,5816.0,KAROBIETA 24-GASTUAK,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,23190,,2,,02
1 02.226.98.241.00 2021,4477.0,Servicio Orientacion Empleo,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,24100,,2,,02
1 02.226.98.324.10 2021,4478.0,Gastos funcionamiento,14000.0,14000.0,0.0,181.5,13818.5,181.5,181.5,181.5,0.0,2021,32410,,2,,02
1 02.226.98.326.01 2021,4876.0,Instrumentos,6000.0,6000.0,0.0,1675.0,4325.0,1675.0,0.0,0.0,0.0,2021,32601,,2,,02
1 02.226.98.335.00 2021,4877.0,Actos Euskara,5000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,2021,33500,,2,,02
1 02.226.98.335.10 2021,4479.0,Otras Actividades Euskaltegia,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,33510,,2,,02
1 02.226.98.335.50 2021,4480.0,Programa Ikasleen txokoa,5500.0,5500.0,0.0,5481.3,18.7,5481.3,1096.26,1096.26,1096.26,2021,33550,,2,,02
1 02.226.98.338.00 2021,6120.0,Fiestas.Otros,48000.0,48000.0,0.0,12139.69,35860.31,12139.69,11089.19,11089.19,0.0,2021,33800,,2,,02
1 02.226.98.920.00 2021,5617.0,Vajilla eventos,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,92000,,2,,02
1 02.226.98.920.30 2021,5618.0,Eusko Ikaskuntza,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,92030,,2,,02
1 02.226.98.924.00 2021,4474.0,Agenda2030,11000.0,11000.0,0.0,1996.5,9003.5,1996.5,0.0,0.0,0.0,2021,92400,,2,,02
1 02.226.98.933.00 2021,4482.0,Daños particulares,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,93300,,2,,02
1 02.226.99.132.00 2021,4483.0,Otros gastos,6000.0,6000.0,0.0,151.01,5848.99,151.01,151.01,151.01,0.0,2021,13200,,2,,02
1 02.226.99.135.00 2021,6393.0,Otros gastos proteccion civil,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2021,13500,,2,,02
1 02.226.99.151.10 2021,5177.0,Gastos Gestion,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,2021,15110,,2,,02
1 02.226.99.162.10 2021,6394.0,Material. Residuos,49000.0,49000.0,0.0,10138.77,38861.23,10138.77,1367.87,1367.87,121.0,2021,16210,,2,,02
1 02.226.99.162.10 2020,6685.0,MATERIALA.HONDAKINEN KUDEAKETA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,16210,,2,,02
1 02.226.99.172.20 2021,4484.0,Otros gastos,16000.0,16000.0,0.0,713.9,15286.1,713.9,0.0,0.0,0.0,2021,17220,,2,,02
1 02.226.99.231.01 2021,4485.0,Otros gastos,7400.0,7400.0,0.0,0.0,7400.0,0.0,0.0,0.0,0.0,2021,23101,,2,,02
1 02.226.99.241.00 2021,4878.0,Actuaciones Desarrollo Local,37000.0,37000.0,0.0,8954.0,28046.0,8954.0,0.0,0.0,0.0,2021,24100,,2,,02
1 02.226.99.241.00 2020,6686.0,EKIMENAK. TOKI GARAPENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,24100,,2,,02
1 02.226.99.241.03 2021,4487.0,Gastos funcionamiento,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2021,24103,,2,,02
1 02.226.99.323.20 2021,4488.0,Otros gastos,2000.0,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2021,32320,,2,,02
1 02.226.99.323.30 2021,4489.0,Otos gastos,1300.0,1300.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,2021,32330,,2,,02
1 02.226.99.326.01 2021,4490.0,Otros gastos,2000.0,2000.0,0.0,681.19,1318.81,681.19,681.19,681.19,261.19,2021,32601,,2,,02
1 02.226.99.332.10 2021,4491.0,Otros gastos,31300.0,31300.0,0.0,4525.68,26774.32,4525.68,1688.23,1688.23,528.23,2021,33210,,2,,02
1 02.226.99.333.00 2021,6395.0,Otros gastos,2400.0,2400.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,2021,33300,,2,,02
1 02.226.99.334.00 2021,4492.0,Otros gastos,1400.0,1400.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,2021,33400,,2,,02
1 02.226.99.335.00 2021,4493.0,Otros gastos,500.0,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2021,33500,,2,,02
1 02.226.99.335.10 2021,4494.0,Actividades Euskaltegia,1000.0,1000.0,0.0,618.0,382.0,618.0,618.0,618.0,598.0,2021,33510,,2,,02
1 02.226.99.335.20 2021,4495.0,Programa Buruntzaldea,25000.0,25000.0,0.0,9277.02,15722.98,9277.02,0.0,0.0,0.0,2021,33520,,2,,02
1 02.226.99.335.20 2020,6687.0,BURUNTZALD.EUSKERA EGITASMOAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,33520,,2,,02
1 02.226.99.335.30 2021,4496.0,Otros gastos,800.0,800.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,2021,33530,,2,,02
1 02.226.99.335.50 2021,4498.0,Otros gastos,7000.0,7000.0,0.0,2192.52,4807.48,2192.52,0.0,0.0,0.0,2021,33550,,2,,02
1 02.226.99.337.00 2021,4497.0,Otros gastos,4000.0,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,2021,33700,,2,,02
1 02.226.99.338.00 2021,4499.0,Otros gastos,8600.0,8600.0,0.0,7.74,8592.26,7.74,7.74,7.74,0.0,2021,33800,,2,,02
1 02.226.99.342.00 2021,4500.0,Otros gastos,5000.0,5000.0,0.0,16.48,4983.52,16.48,16.48,16.48,0.0,2021,34200,,2,,02
1 02.226.99.342.01 2021,4501.0,Otros gastos,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2021,34201,,2,,02
1 02.226.99.431.00 2021,6341.0,GASTOS DIV.: BONOS CONSUMO COMERCIO,10000.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,2021,43100,,2,,02
1 02.226.99.432.00 2021,4502.0,Otros gastos,30000.0,30000.0,0.0,9851.22,20148.78,9851.22,0.0,0.0,0.0,2021,43200,,2,,02
1 02.226.99.432.00 2020,6688.0,MATERIALA.BESTE. TURISMOA,0.0,0.0,0.0,18150.0,-18150.0,0.0,0.0,0.0,0.0,2020,43200,,2,,02
1 02.226.99.432.00 2019,6210.0,MATERIALA.BESTE. TURISMOA,0.0,0.0,0.0,8772.5,-8772.5,8772.5,0.0,0.0,0.0,2019,43200,,2,,02
1 02.226.99.920.00 2021,4504.0,Otros gastos,20000.0,20000.0,0.0,7000.09,12999.91,7000.09,7000.09,7000.09,4069.0,2021,92000,,2,,02
1 02.226.99.920.11 2021,4505.0,Seguridad-salud laboral,8000.0,8000.0,0.0,390.01,7609.99,390.01,390.01,390.01,390.01,2021,92011,,2,,02
1 02.226.99.920.30 2021,4506.0,Otros gastos,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2021,92030,,2,,02
1 02.226.99.924.00 2021,4507.0,Programas participación,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2021,92400,,2,,02
1 02.226.99.933.00 2021,4510.0,Gastos Alokabide,9000.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,2021,93300,,2,,02
1 02.227.04.231.03 2021,4476.0,Programa GazteTxokoa,94500.0,94500.0,0.0,45000.0,49500.0,45000.0,7500.0,7500.0,7500.0,2021,23103,,2,,02
1 02.227.04.323.00 2021,4512.0,Servicio Kantuz,65000.0,65000.0,0.0,43333.32,21666.68,43333.32,7222.22,7222.22,7222.22,2021,32300,,2,,02
1 02.227.04.323.20 2021,4511.0,Programa.Ingurugiro-hezkuntza,13000.0,13000.0,0.0,7800.0,5200.0,7800.0,1300.0,1300.0,0.0,2021,32320,,2,,02
1 02.227.04.334.00 2019,6212.0,KOMUNIKAZIOA-MODERNIZAZIOA,0.0,0.0,0.0,5581.73,-5581.73,5581.73,0.0,0.0,0.0,2019,33400,,2,,02
1 02.227.04.334.10 2021,4513.0,Servicio Tallleres,65000.0,65000.0,0.0,48548.55,16451.45,48548.55,6752.1,6752.1,6752.1,2021,33410,,2,,02
1 02.227.04.342.00 2021,4515.0,Servicio monitor,190000.0,190000.0,0.0,10394.69,179605.31,10394.69,10394.69,10394.69,0.0,2021,34200,,2,,02
1 02.227.04.432.00 2021,5835.0,Plan acciones turismo,15000.0,15000.0,0.0,9151.23,5848.77,9151.23,0.0,0.0,0.0,2021,43200,,2,,02
1 02.227.04.432.00 2020,6690.0,TURISMO EKINTZA PLANA,0.0,0.0,0.0,18150.0,-18150.0,0.0,0.0,0.0,0.0,2020,43200,,2,,02
1 02.227.07.134.00 2021,6396.0,Estudio-Movilidad-Patinete,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,2021,13400,,2,,02
1 02.227.07.172.20 2021,4516.0,Estudios-proyectos,60000.0,60000.0,0.0,75808.12,-15808.12,75808.12,0.0,0.0,0.0,2021,17220,,2,,02
1 02.227.07.172.20 2020,6691.0,AZTERKETAK:INGURUMENA,0.0,0.0,0.0,65000.0,-65000.0,0.0,0.0,0.0,0.0,2020,17220,,2,,02
1 02.227.07.172.20 2018,6214.0,AZTERKETAK:INGURUGIROA,0.0,0.0,0.0,7016.33,-7016.33,7016.33,0.0,0.0,0.0,2018,17220,,2,,02
1 02.227.07.172.40 2021,6124.0,Plan Energia estudios,20000.0,20000.0,0.0,28256.59,-8256.59,28256.59,0.0,0.0,0.0,2021,17240,,2,,02
1 02.227.07.172.40 2020,6692.0,ENERGIA PLANA JARDUKETAK,0.0,0.0,0.0,24658.78,-24658.78,14658.78,0.0,0.0,0.0,2020,17240,,2,,02
1 02.227.07.172.40 2019,6216.0,ENERGIA PLANA JARDUKETAK,0.0,0.0,0.0,5181.09,-5181.09,5181.09,0.0,0.0,0.0,2019,17240,,2,,02
1 02.227.07.231.00 2021,5620.0,Programa. Violencia genero,20000.0,20000.0,0.0,16970.2,3029.8,16970.2,0.0,0.0,0.0,2021,23100,,2,,02
1 02.227.07.231.00 2020,6693.0,INDARKERIA MATXISTA.PROGRAMA.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,23100,,2,,02
1 02.227.07.231.09 2021,5890.0,Gastos  gestion,5000.0,5000.0,0.0,2359.5,2640.5,2359.5,2359.5,2359.5,0.0,2021,23109,,2,,02
1 02.227.07.241.00 2020,6638.0,Beterri-Atencion Personas,0.0,0.0,0.0,6293.07,-6293.07,6293.07,0.0,0.0,0.0,2020,24100,,2,,02
1 02.227.07.323.00 2021,4517.0,Programa Hezkuntza,50000.0,50000.0,0.0,19715.77,30284.23,19715.77,3920.0,3920.0,3920.0,2021,32300,,2,,02
1 02.227.07.323.00 2020,6694.0,HEZKUNTZA PROGRAMAK IKASTETXEETAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,32300,,2,,02
1 02.227.07.414.00 2021,5903.0,Trabajos forestales,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,2021,41400,,2,,02
1 02.227.07.920.00 2021,5822.0,Contrat.Proteccion datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,92000,,2,,02
1 02.227.07.931.00 2021,4520.0,Auditoria,15100.0,15100.0,0.0,15100.0,0.0,15100.0,2265.0,2265.0,2265.0,2021,93100,,2,,02
1 02.227.09.932.00 2021,4521.0,Servicio recaudacion,6000.0,6000.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2021,93200,,2,,02
1 02.227.95.162.20 2021,6397.0,Tratamiento residuos,555000.0,555000.0,0.0,6445.07,548554.93,6445.07,0.0,0.0,0.0,2021,16220,,2,,02
1 02.227.95.162.20 2020,6695.0,"HONDAKINEN TRATAMENTUA:errefusa,organiko",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,16220,,2,,02
1 02.227.96.162.10 2021,6398.0,Oficina atez-ate,57400.0,57400.0,0.0,5042.65,52357.35,5042.65,5042.65,5042.65,0.0,2021,16210,,2,,02
1 02.227.96.162.20 2021,6399.0,OBRA HONDAKINAK,3500.0,3500.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,2021,16220,,2,,02
1 02.227.96.334.00 2021,6129.0,Local-Taller creativo,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,2021,33400,,2,,02
1 02.227.97.162.10 2021,6130.0,Educadores.Fraccion rechazo,47200.0,47200.0,0.0,4034.52,43165.48,4034.52,4034.52,4034.52,0.0,2021,16210,,2,,02
