#Institución,Sección,Nombre
0,,,Hernaniko Udala
0,0,01,Alkatetza eta goi karguak
0,0,02,Giza baliabideak
0,0,03,Ogasuna eta garapen ekonomiko
0,0,04,Hirigintza
0,0,05,Ingurumena
0,0,06,Hezkuntza eta gazteria
0,0,07,Gizarte zerbitzuak
0,0,08,Kultura
0,0,09,Hiri mantenua
0,0,10,Udal hizkuntza politika
0,0,11,Udal patronatoak
0,0,12,"Trafiko, garraio, hiritar babesa eta babes zibila"
0,0,13,Berdintasuna
0,0,14,Dibertsitatea
0,0,15,Kirolak
0,0,16,Idazkaritza
0,0,17,Kontratazioa eta ondarea
0,0,18,Artxiboa
0,0,19,Informatika
0,0,20,Informazio gizartea eta herritarren partehartzea
0,0,21,Liburutegia
