#Partida,,,,Ppto. Definitivo,Derechos reconocidos Netos,Recaudación Líquida,Pendiente de Cobro,Devoluciones
2 112.01.000.00 2018,,1.0,Ibi-rustica,22733.0,24264.02,21987.96,2276.06,0.0
2 112.02.000.00 2018,,2.0,Ibi-Urbana,3922066.0,3795100.92,3746293.81,48807.11,12808.74
2 113.01.000.00 2018,,3.0,Vehiculos,1531474.0,1529395.78,1463791.55,65604.23,10367.49
2 114.01.000.00 2018,,4.0,Plusvalias,250000.0,255094.6,184749.31,70345.29,0.0
2 130.01.000.00 2018,,5.0,Impo. Actividades Economicas,836377.0,1016370.45,925888.96,90481.49,14683.17
2 282.01.000.00 2018,,7.0,Impto Construcciones,370000.0,874339.65,858334.89,16004.76,6681.3
2 310.01.162.10 2018,,917.0,Recogida Tratamiento Residuos,1490917.0,1414559.57,1292856.36,121703.21,9153.99
2 310.02.160.00 2018,,918.0,Saneamiento,635826.0,603817.97,596798.07,7019.9,2100.52
2 310.03.164.00 2018,,919.0,Cementerio,46406.0,30471.4,29806.0,665.4,0.0
2 310.04.000.00 2018,,349.0,Documentos,1000.0,1516.05,1432.5,83.55,0.0
2 310.05.000.00 2018,,203.0,Paso Vehiculos,1000.0,310.95,310.95,0.0,0.0
2 310.08.136.00 2018,,920.0,Incendios,100.0,0.0,0.0,0.0,0.0
2 310.09.161.00 2018,,921.0,Suministro agua,1381766.0,1345664.58,1319765.72,25898.86,5506.94
2 310.11.335.10 2018,,922.0,Euskaltegia,57785.0,58350.63,58350.63,0.0,0.0
2 310.16.334.10 2018,,923.0,Talleres Biteri,63000.0,69363.41,69363.41,0.0,0.0
2 310.20.326.01 2018,,924.0,Musika Eskola,137394.0,133343.84,133022.66,321.18,0.0
2 310.21.326.02 2018,,925.0,Kantuz,7000.0,7076.62,7076.62,0.0,0.0
2 310.22.335.40 2018,,926.0,Udalekuak,32000.0,37886.79,37886.79,0.0,0.0
2 310.23.000.00 2018,,260.0,Animales peligrosos,100.0,0.0,0.0,0.0,0.0
2 310.24.342.00 2018,,927.0,Kiroldegia-Abonados,441370.0,561906.24,561906.24,0.0,189.09
2 310.25.342.00 2018,,928.0,Kiroldegia-entradas,1000.0,9639.56,9639.56,0.0,0.0
2 310.26.342.00 2018,,929.0,Cursos natacion,138000.0,191842.73,191842.73,0.0,36.96
2 310.27.342.00 2018,,930.0,Sala squash,100.0,19.6,19.6,0.0,0.0
